步道名稱,地區,難度,所需時間,連結,圖片連結
李崠山、大混山連走,"桃園市復興區,新竹縣尖石鄉",低-中,3 小時 20 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=930,https://cdntwrunning.biji.co/300_0f2e35160d5a8f0f99f0adb59dae01e3.jpg
鵲子山步道,宜蘭縣礁溪鄉,低,2 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=688,https://cdntwrunning.biji.co/300_a5bfe62208d5857a6f68516d9bf772d8.jpg
蛇頭山步道,澎湖縣馬公市,低,20 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=825,https://cdntwrunning.biji.co/300_a591e547868a98aba8725b34d6ed23e0.jpg
東藤枝山步道,高雄市桃源區,低,3 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=797,https://cdntwrunning.biji.co/300_8834d0df6dd96ad9d00cda34dccb8bb4.jpg
鳴海山、網子山登山步道,"高雄市六龜區,高雄市茂林區",低-中,4 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=817,https://cdntwrunning.biji.co/300_9fb610d08f649542a74df8b5e9a3619f.jpg
白雲山步道,高雄市甲仙區,低,2 小時 30 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=799,https://cdntwrunning.biji.co/300_0749488f07d61d4ac7972528d5bd54e2.jpg
立霧山登山步道,花蓮縣秀林鄉,中,6 小時 30 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=769,https://cdntwrunning.biji.co/300_43a123c98d9e28e02908edbff4e0b0d7.jpg
大橫屏山步道,"臺中市太平區,南投縣國姓鄉",低-中,5 小時 10 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=774,https://cdntwrunning.biji.co/300_6e5d6e48613485f35b59334034384675.jpg
南勢角山、文筆山步道,"新北市新店區,新北市中和區,新北市土城區",低-中,3 小時 50 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1302,https://cdntwrunning.biji.co/300_711d0a7375f7600aad15eb7ad4cbf26e.jpg
巴塱衛山步道,臺東縣大武鄉,低,2 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=798,https://cdntwrunning.biji.co/300_09afbb92d1dff75e4e96384e302903e0.jpg
月眉山步道,花蓮縣壽豐鄉,低,1 小時 50 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=366,https://cdntwrunning.biji.co/300_29563bdaa90e29b0e73519d4f313dfe2.jpg
刣牛湖山登山步道,"臺南市南化區,高雄市杉林區",低,2 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=1695,https://cdntwrunning.biji.co/300_2791adf55a29ce746632f4e44df08346.jpg
女仍山步道,"屏東縣獅子鄉,屏東縣牡丹鄉",中,4 小時 15 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=835,https://cdntwrunning.biji.co/300_a3e23b50629d4360410ea83723a1b3af.jpg
三星山登山步道,"宜蘭縣大同鄉,宜蘭縣南澳鄉",低-中,2 小時 10 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=787,https://cdntwrunning.biji.co/300_8ed4418b114522d9472df4062e85109f.jpg
大山母山步道,屏東縣恆春鎮,低,1 小時 40 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1024,https://cdntwrunning.biji.co/300_7f2c616d5981f1c18e65e08ec6121e26.jpg
西阿里關山步道,"臺南市南化區,高雄市甲仙區",低,2 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=781,https://cdntwrunning.biji.co/300_41c8bfe26b37049c29fa4570dc8667aa.jpg
雲嘉七連峰縱走,"雲林縣古坑鄉,嘉義縣梅山鄉,嘉義縣竹崎鄉",中,7 小時 20 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1168,https://cdntwrunning.biji.co/300_985f2c6d9b14bdd14a5f8ef2c734e165.jpg
陽明山東西大縱走(超健腳加強版),"台北市士林區,台北市中山區,台北市內湖區,新北市萬里區,新北市金山區,台北市北投區,新北市三芝區,新北市淡水區",中-高,13 小時 50 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1218,https://cdntwrunning.biji.co/300_8ac6c9ab377b8a776fd90ae48e1cee58.jpg
志繼山、東眼山、拉卡山O型,"新北市三峽區,桃園市復興區",中,7 小時 30 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1166,https://cdntwrunning.biji.co/300_548a886973495cedd25e680cb455adb3.jpg
土城四秀縱走(三粒半至太極嶺),"新北市土城區,新北市三峽區",低-中,3 小時 35 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1122,https://cdntwrunning.biji.co/300_bb185eff388c1a0bfbedb8976d5afb79.jpeg
初音山步道,"花蓮縣秀林鄉,花蓮縣吉安鄉",低,1 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=796,https://cdntwrunning.biji.co/300_11cd86dd558cefe969048894a33c5ea6.jpg
華山13號大尖山步道,"雲林縣古坑鄉,嘉義縣梅山鄉",低,1 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=1143,https://cdntwrunning.biji.co/300_d6b52cf83f92a186478ce05c5a14a0ab.jpg
笠頂山、真笠山、白賓山連走,屏東縣瑪家鄉,中,5 小時 50 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1023,https://cdntwrunning.biji.co/300_5bbafc47fb739f91006461e9aaead133.jpg
紅頭山步道,臺東縣蘭嶼鄉,低-中,4 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=822,https://cdntwrunning.biji.co/300_f282c5996847a76a6699b4f6da61267b.jpg
藤枝秋海棠步道,高雄市桃源區,低,1 小時 50 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1578,https://cdntwrunning.biji.co/300_1382fea6f8efb9d0f22f652b44d60767.jpg
加奈美山步道,臺東縣大武鄉,低,1 小時 30 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=819,https://cdntwrunning.biji.co/300_6c8d6d270558067c9aed22479425b5df.jpg
八仙古道(八卦力至仙山) ,"苗栗縣南庄鄉,苗栗縣獅潭鄉",低-中,2 小時 15 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=967,https://cdntwrunning.biji.co/300_69c97e54a0e81f6cc474e3a90624e208.jpg
卡拉寶山步道,花蓮縣秀林鄉,低,1 小時 5 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=954,https://cdntwrunning.biji.co/300_289f50676985217e6a3d2fdd36dfc324.jpg
界寮縱走,"基隆市安樂區,基隆市七堵區,新北市萬里區,新北市汐止區,台北市士林區,台北市內湖區,台北市中山區",中,9 小時 40 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=943,https://cdntwrunning.biji.co/300_6359b64526c50e0787233be5cf807865.jpg
環台北天際線第十段：三峽至新店(天上山大縱走),"新北市中和區,新北市土城區,新北市三峽區,新北市新店區",中,10 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=970,https://cdntwrunning.biji.co/300_4c02596384210e19b54ecff03d17555e.jpg
雙石縱走(石門山至石牛山),"桃園市龍潭區,新竹縣關西鎮",中,9 小時 30 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1804,https://cdntwrunning.biji.co/300_23f2b9c250e9f1b921f632d164ddf9de.jpg
五四縱走,"基隆市暖暖區,基隆市七堵區,新北市汐止區,新北市石碇區,新北市瑞芳區,新北市平溪區",中,10 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=929,https://cdntwrunning.biji.co/300_843e2c12d787dfc18875d8add133c3b9.jpg
八里灣山登山步道,"花蓮縣豐濱鄉,花蓮縣瑞穗鄉",中,7 小時 25 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=820,https://cdntwrunning.biji.co/300_8aaed3fce2753971773dc4631e58cf1f.jpg
環台北天際線第一段：石碇至新店,"新北市新店區,新北市深坑區,新北市石碇區,台北市文山區",中,12 小時 30 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=960,https://cdntwrunning.biji.co/300_2a387fc4156ffac8f17a6307ccab274b.jpg
馬克縱走(馬那邦山越嶺大克山),"苗栗縣大湖鄉,苗栗縣泰安鄉,苗栗縣卓蘭鎮",中,9 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=958,https://cdntwrunning.biji.co/300_9f89ff4e1d80f84c19b73a09f554755c.jpg
八五山古道,"桃園市復興區,新竹縣尖石鄉",中,7 小時 35 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=931,https://cdntwrunning.biji.co/300_1ca0b193b4c2967ac6e8285752f79746.jpg
虎加縱走,"苗栗縣泰安鄉,苗栗縣南庄鄉",中,10 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=1176,https://cdntwrunning.biji.co/300_366c34c889a806ee91fe71a59059f0bc.jpg
環台北天際線第二段：石碇至汐止,"新北市石碇區,新北市汐止區",中,12 小時 20 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=961,https://cdntwrunning.biji.co/300_b2b334bcf11fa8f68e793889f886f370.jpg
環台北天際線第五段支線：士林至內雙溪,"台北市士林區,台北市內湖區,台北市中山區,新北市汐止區",中,6 小時 15 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1500,https://cdntwrunning.biji.co/300_3340727a99696e79deda9a6dc8b493d3.jpg
祖輪山登山步道,花蓮縣秀林鄉,中,6 小時 25 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=768,https://cdntwrunning.biji.co/300_9644db49629616f94b8ce3a30d066124.jpg
環台北天際線第六段：內雙溪至淡水,"台北市士林區,台北市北投區,新北市萬里區,新北市三芝區,新北市淡水區",中,13 小時 40 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1496,https://cdntwrunning.biji.co/300_47a55535c41e4f726d18e9974ecab043.jpg
猴雞縱走(猴硐越嶺基隆),"基隆市仁愛區,新北市瑞芳區",中,8 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=892,https://cdntwrunning.biji.co/300_f3ec9f6b5980549ea3693747f3a7f0d9.jpg
環台北天際線第七段：淡水至林口,"新北市八里區,新北市五股區,新北市林口區",中,7 小時 30 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1497,https://cdntwrunning.biji.co/300_e2aadda6b9362f5b5df210374345d56e.jpg
環台北天際線第八段：林口至鶯歌,"新北市林口區,新北市泰山區,新北市樹林區,新北市鶯歌區,桃園市龜山區",中,10 小時 20 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1498,https://cdntwrunning.biji.co/300_e428e0d653347f745f59fdc954c1d1f2.jpeg
微笑山線：【大棟山系】405高地段,"新北市樹林區,桃園市龜山區",低-中,4 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=2073,https://cdntwrunning.biji.co/300_b2e7b7e1410a665832e257f69d36aa67.jpg
金門蔡厝古道,金門縣金湖鎮,低,1 小時 45 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1827,https://cdntwrunning.biji.co/300_7d92a2c5f160a8e9ac83f3f30c72b1ba.jpg
環台北天際線第九段：鶯歌至三峽,"新北市鶯歌區,新北市三峽區,桃園市大溪區",中,11 小時 50 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1499,https://cdntwrunning.biji.co/300_985061458527792c77cc814947ce9b8b.jpg
二格山登山步道(栳寮線),新北市石碇區,低-中,1 小時 30 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1927,https://cdntwrunning.biji.co/300_c3fc002106e095f3fc50e0fa4de46424.jpg
雲嘉十三連峰,"雲林縣古坑鄉,嘉義縣梅山鄉,嘉義縣竹崎鄉",低,8 小時 20 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1845,https://cdntwrunning.biji.co/300_ea0571862b34e9361e30bd66d2e4b4b2.jpg
微笑山線：【鳶山山系】鳶山彩壁段,新北市三峽區,低-中,3 小時 45 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=2075,https://cdntwrunning.biji.co/300_c19d2627460d4f4c38fbb56b1570d83d.jpg
微笑山線：【天上山系】烘爐地土地公段,"新北市中和區,新北市土城區",中,7 小時 53 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=2077,https://cdntwrunning.biji.co/300_9f22a073b4bd17d4e38dd7c615f8f7ab.jpg
環台北天際線第三段：汐止至猴硐,"基隆市暖暖區,基隆市七堵區,新北市瑞芳區,新北市平溪區,新北市石碇區,新北市汐止區",中,15 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=1493,https://cdntwrunning.biji.co/300_780fdfb241268941c702a6bc3761bbca.jpg
五峰天際線,"新竹縣竹東鎮,新竹縣五峰鄉",中-高,15 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=1740,https://cdntwrunning.biji.co/300_49f67b2004f712be847c3536b1d3fb9f.jpg
環台北天際線第五段：基隆至內雙溪,"基隆市安樂區,基隆市七堵區,新北市萬里區,新北市汐止區,台北市士林區",中,7 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=1495,https://cdntwrunning.biji.co/300_0be297f6989e87eb1cbe5f380f69929d.jpg
環台北天際線第四段：猴硐至基隆,"新北市瑞芳區,基隆市仁愛區,基隆市信義區,基隆市中正區",中,9 小時 10 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1494,https://cdntwrunning.biji.co/300_39c8e4de36143a906f194ea65d3d3526.jpg
吾居吾墅步道,"新北市貢寮區,宜蘭縣頭城鎮",中,4 小時 30 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1679,https://cdntwrunning.biji.co/300_b190369873b4b5d2d3c013f80344a6b5.jpg
太麻里金針山木馬步道（漫遊縱谷 愛在花東）,臺東縣太麻里鄉,低,40 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=2037,https://cdntwrunning.biji.co/300_8a60644001d5ec7779a27972aa6ae092.jpg
龍鳳連稜,"新竹縣竹北市,新竹縣新埔鎮,新竹縣芎林鄉",低-中,7 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=1878,https://cdntwrunning.biji.co/300_04e70dd7318431a10310c77d875c7a21.jpg
二子山登山步道,花蓮縣秀林鄉,高,3 天,https://hiking.biji.co/index.php?q=trail&act=detail&id=1011,https://cdntwrunning.biji.co/300_a65abbd02a0b99c8888179e9ebf9d1ce.jpg
微笑山線：【二格山系】筆架連峰段,"臺北市文山區,新北市深坑區,新北市石碇區",中-高,3 小時 24 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=2087,https://cdntwrunning.biji.co/300_88f8b1cfcbd6f3ebd365038326211bef.jpg
金門太武山大縱走,"金門縣金沙鎮,金門縣金湖鎮",低,3 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=1847,https://cdntwrunning.biji.co/300_893799da317bf6299d981307c915c028.jpg
環台北天際線第二段支線：公館至汐止,"台北市大安區,台北市文山區,台北市南港區,台北市信義區,新北市深坑區,新北市汐止區",中,11 小時 40 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=1501,https://cdntwrunning.biji.co/300_fb71cc1047a90567e518857fc38cf28f.jpg
三進三出七星山,臺北市北投區,低-中,3 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=2006,https://cdntwrunning.biji.co/300_e9eebac18302c1458f20993411d5ae5f.jpg
基隆西東稜線縱走,"基隆市仁愛區,基隆市信義區,基隆市中正區,基隆市安樂區,新北市瑞芳區",中,9 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=1870,https://cdntwrunning.biji.co/300_408e8771ce3186184e0f487a0244d68b.jpg
三進三出三汀山,臺中市太平區,高,4 小時 50 分鐘,https://hiking.biji.co/index.php?q=trail&act=detail&id=2046,https://cdntwrunning.biji.co/300_1f00086d5448dffc04a894760c743190.jpg
三進三出盤榕,高雄市鼓山區,高,5 小時,https://hiking.biji.co/index.php?q=trail&act=detail&id=2047,https://cdntwrunning.biji.co/300_78936c90d137ef6becf831ec6ba9e129.jpg
